id	lang	text
778111	ind	Jumlah penduduk di kota itu semakin tahun semakin berkurang.
778112	ind	Dia adalah wanita dengan kepribadian yang kuat.
778113	ind	Saya mau yang ini.
778114	ind	Saya mau yang itu.
778116	ind	Saya tidak mengerti kata itu.
778117	ind	Saya tidak mengerti kata ini.
778118	ind	Semua sekolah tutup pada hari libur itu.
778119	ind	Apa kosa kata itu?
778120	ind	Saya mau bilang kata itu.
778124	ind	Senin depan libur.
778126	ind	Makanan itu enak sekali.
778127	ind	Minuman ini sangat enak.
778130	ind	Saya guru bahasa Jepang.
778131	ind	Saya benar-benar suka Bahasa Jepang.
778132	ind	Saya mau beli kamus murah.
778133	ind	Saya tidak mengerti Bahasa Belanda, karena sukar.
778134	ind	Saya belum bisa bicara Bahasa Indonesia dengan lancar.
778142	ind	Saya bisa makan yang ini?
778143	ind	Boleh saya minta bon?
778145	ind	Permisi, tetapi kamu bisa bantu saya?
778146	ind	"Terima kasih karena kamu tolong saya. ""Terima kasih kembali."""
778148	ind	Perubahan iklim global mungkin jadi penyebab punahnya dinosaurus.
778149	ind	Anak-anak kecil suka dengan buku tentang dinosaurus dan monster.
778150	ind	Dinosaurus sekarang sudah punah.
778161	ind	Tidak ada yang mengerti aku.
778165	ind	Sejauh yang saya tahu, desas-desus itu tidak benar.
778174	ind	Seberapa pun kerasnya dia mencoba, dia tidak akan berhasil.
778175	ind	Dia menyemangati saya untuk mencoba lagi.
778253	ind	Dia punya sedikit gigi.
779083	ind	Suhu minimum hari ini 3 °C.
779084	ind	Biayanya paling tidak 10000 yen.
779160	ind	Dia tinggal di sebelah rumah saya.
779163	ind	Setelah mendaki Gunung Fuji, saya mendapat inspirasi menulis puisi.
779165	ind	Biarkan saya sendiri, dia berkata dengan marah.
779452	ind	Dia punya 3 anak, semua jadi musisi.
779453	ind	Tidak semua buku yang di atas meja miliki saya.
779461	ind	Lelaki itu jelas mengelabui kami.
779489	ind	Bagaimana pendapat Anda tentang novel barunya?
779583	ind	Kakek saya meninggal 3 tahun yang lalu.
779584	ind	Orang itu meninggal beberapa jam yang lalu.
781595	ind	Dia mengantar koran.
781596	ind	Apa ada biaya pengiriman?
781597	ind	Rumah itu dibangun dari batu bata.
781606	ind	Saya beli buku ini untuk saya, bukan untuk istri.
781609	ind	Berapa orang yang ikut bepergian?
781610	ind	Mengapa kita tidak pulang?
781612	ind	Saya pergi ke Bali saat libur musim panas.
781616	ind	John tiba di Jepang kemarin.
781617	ind	Janji adalah janji.
782030	ind	Ada banyak bangunan tua yang terkenal di Kyoto.
782088	ind	Saya tidak suka bunga buatan.
782112	ind	Saya menemukan satu dolar di jalan.
782331	ind	Boleh saya pergi denganmu?
782346	ind	Ada masalah yang tidak kamu lihat.
782349	ind	Dia tidak menyadari kesalahannya.
783599	ind	Sumber dari pernyataan itu, saya tidak tahu.
783601	ind	Kedua orang tuanya baik-baik saja.
785450	ind	Seorang wanita, yang suaminya meninggal, disebut janda.
785451	ind	Arloji saya dicuri.
785452	ind	Saya staf yang paling junior di kantor saya.
785461	ind	Nasihat gratis tidak selalu nasihat yang baik.
785857	ind	Anjing itu nampaknya sakit.
785858	ind	Gadis itu terkenal bukan karena kecantikannya, tapi karena kebaikannya.
785880	ind	Anak-anak belajar untuk merespon suara yang berima sejak usia kecil.
785886	ind	Silahkan ikuti saya.
785925	ind	Saya suka membaca buku cerita.
785926	ind	Saya ingin kamu baca buku ini.
786701	ind	Berikan uangmu.
787478	ind	Mudah didapat, mudah hilang.
787479	ind	Jet itu telah mendarat di Tokyo.
787495	ind	Dia kembali dari Singapura bulan Januari depan.
787497	ind	Buku ini milikmu?
788230	ind	Mereka menyelesaikan proyek itu sesuai dengan jadwal.
788231	ind	Dia gugup sebelum ujian masuk.
788232	ind	Mengapa kamu gagal di ujian masuk?
788233	ind	Dia nampaknya akan lulus pada ujian masuk itu.
788234	ind	Dia belajar keras agar dapat lulus di ujian masuk.
788235	ind	Saya sudah jelaskan padanya.
788236	ind	Panas dan terang dibutuhkan untuk eksistensi kita.
788237	ind	Keluargaku adalah keluarga besar.
792579	ind	Orang Amerika adalah orang yang ramah.
793950	ind	Apa kamu tinggal dengan orangtuamu?
806359	ind	Apa kamu sedang terburu-buru?
806360	ind	Kamu kelas berapa?
806361	ind	Adik perempuan saya sering menangis.
806363	ind	Mereka memandang dia seolah-olah pemimpin mereka.
806364	ind	Ini masalah yang harus kamu selesaikan sendiri.
806365	ind	Sayang sekali.
806366	ind	Diam atau kamu akan dikeluarkan.
806367	ind	Dia mirip dengan ibunya.
806371	ind	Saat ini tidak ada lagi yang perlu saya kerjakan.
806373	ind	Dia menyatakan bahwa mereka telah berteman selama 30 tahun.
806375	ind	Malam ini kemungkinan akan turun hujan.
808729	ind	Bisa saya bantu?
808746	ind	Saya juga pergi.
808747	ind	Saya menganggap diamnya mereka sebagai tanda setuju.
808748	ind	Kamu tertarik pada apa?
808749	ind	Baiklah. Berapa banyak?
808750	ind	Dia masih percaya pada kata-katanya.
808751	ind	Tidak ada yang tahu ke mana Bill pergi.
808752	ind	Mereka ingin berpisah setelah menikah 40 tahun.
808753	ind	Nama saya Hashimoto.
808754	ind	Dia belum datang. Dia pasti ketinggalan bis.
808755	ind	Dia mengalami sedikit kemajuan dalam Bahasa Inggris.
808756	ind	Wah, pagi ini cepat ya.
812002	ind	Kami memperpanjang rapat sampai 10 menit.
812003	ind	Rute bis untuk kota itu diperpanjang hingga 10 Km.
812004	ind	Silahkan memperpanjang visa.
812011	ind	Saya sudah kenyang, terima kasih.
812013	ind	Lebih baik tinggal di rumah daripada pergi keluar.
813024	ind	Saya tidak tahu kenapa kamu tidak menyukainya.
816374	ind	Kamu mabuk.
816376	ind	Buku ini tentang perbintangan.
816378	ind	Saya mendengar dia menyanyikan sebuah lagu.
816383	ind	Apakah kamu pernah dengar lagu itu dinyanyikan dalam Bahasa Perancis?
816385	ind	Apa ini milikmu?
846827	ind	Ada lebih dari 150 negara di dunia.
863480	ind	Mawar ini sangat indah.
863481	ind	Anjing itu dibuat agar menggonggong kepada orang asing.
863483	ind	Kamu akhirnya sukses mendapatkan pekerjaan.
863484	ind	Dia orang yang tidak banyak berbicara, tapi selalu menepati janjinya.
863486	ind	Kamu sebaiknya memperhatikan apa yang dia katakan.
863489	ind	Pemberi kerja kadang-kadang memanfaatkan pekerjanya.
863491	ind	Saya tidak tahu pasti kapan dia tiba.
863495	ind	Kata ini diturunkan dari Bahasa Jerman.
863499	ind	Tidak ada mawar yang tidak berduri.
868980	ind	Anak laki-laki itu melompat.
869014	ind	Kudanya melompat.
869015	ind	Anak perempuan itu melompat.
869037	ind	Anjing itu lompat.
869054	ind	Siapa yang sedang membaca?
878279	ind	Tolong panggil seseorang yang mengerti Bahasa Jepang.
878872	ind	Saya tidak tahu hal itu.
880076	ind	Orang Inggris terbiasa untuk berdiri untuk mengantri.
880128	ind	Jangan lupa untuk bertemu saya di stasiun.
886041	ind	Saya malu telah melakukan hal tersebut.
886042	ind	Harganya terlalu mahal!
894543	ind	Dia membuka surat itu dengan cepat.
894546	ind	Saya sedang belajar Bahasa Inggris sekarang.
894548	ind	Dia memberhentikan mobil.
894560	ind	Seandainya saya tahu alamatnya.
894564	ind	Dan saya tahu kamu tidak melakukannya untuk saya.
894565	ind	Dia belajar Bahasa Inggris.
894568	ind	Dia lebih tinggi daripada saya.
894569	ind	Beberapa murid datang ke perpustakaan.
894572	ind	Dia berduduk di situ dengan mata tertutup.
894574	ind	Dia sengaja menginjak kaki saya di kereta.
894576	ind	Saya tidak bisa selesai membaca buku tebal ini dalam seminggu.
894580	ind	Abbot membunuh Mary.
894583	ind	Dia melakukan pekerjaannya sendiri.
894589	ind	Dia jarang pergi ke gereja.
896716	ind	Mata sama tajamnya seperti lidah.
896721	ind	Kita harus memperhatikan rambu-rambu lalu lintas.
896723	ind	Saya perlu seseorang untuk diajak bicara.
902822	ind	Dia seorang dokter.
902834	ind	Aku kangen kamu.
902837	ind	Saya rindu Anda.
907915	ind	Beritahukan semuanya kepada saya.
907946	ind	Kemudian mereka melihat matahari terbit.
911697	ind	Kamu sudah membuat keputusan ke belum?
913771	ind	Ibu saya sedang membuat kue.
921977	ind	Gratis untuk masyarakat Uni Eropa.
921978	ind	Tetap awasi dia.
924014	ind	Kamu harus berhenti merokok.
924016	ind	Dengarkan baik-baik maksud perkataan saya.
924017	ind	Rencana itu sedang didiskusikan.
924020	ind	Peter jatuh cinta dengan gadis itu.
924022	ind	Jangan lupa membalas suratnya.
924023	ind	Ini tidak mahal.
924025	ind	Dia selalu kekurangan uang.
924030	ind	Apa yang dia katakan benar-benar kebohongan.
924031	ind	Anda tidak perlu kuatir dengan hal itu.
924032	ind	Di mana kamu beli baju itu?
924034	ind	Kemarin saya memberikan sambutan untuk pernikahan.
928622	ind	Kamu masih muda.
928624	ind	Saya pemimpin regu.
928625	ind	Saya tidak memiliki kaitan dengan regu itu.
928631	ind	Bagaimana bisa tercapai simpulan seperti ini?
928632	ind	Harga saham anjlok ke titik terendah.
928650	ind	Apa ini tempat yang banyak dikunjungi di daerah ini?
928885	ind	Dulunya ia merokok tetapi sekarang tidak lagi.
928888	ind	Mereka tampak seperti akan menangis.
928893	ind	Bagi saya, yang mana pun tak masalah.
928896	ind	Emi tampak seperti apa?
928898	ind	Isyarat ini sangat dikenal di kalangan muda.
928901	ind	Mari makan malam sebelum ke pertandingan baseball.
928903	ind	Saya tiba di Tokyo tengah hari.
928906	ind	Ia membungkukkan badan lalu memungut batu kecil.
928912	ind	Mengemis, meski hanya tiga hari, akan menjadi kebiasaan.
928926	ind	Saya tidak tahu cara membeli tiket.
928932	ind	Ia meminta supaya gajinya dinaikkan lagi.
928941	ind	Ia benar-benar punya selera humor yang rendah.
928947	ind	Diantara yang lainnya, ia yang paling jago berenang.
928951	ind	Harga beras diatur pemerintah.
928955	ind	Tolong beritahu cara penulisan nama Anda.
928959	ind	Kamu tak akan bisa menyelesaikan tanpa kamus yang bagus.
928963	ind	Bagus jika kamu memiliki satu diantara dua buku itu.
928967	ind	Setelah tidur nyenyak perasaan menjadi enteng.
928969	ind	Saya bertanggung jawab atas kegagalan anak saya.
928971	ind	Ia menangis tanpa henti.
928974	ind	Hanya wanita yang diperbolehkan sebagai pelamar.
929084	ind	Ia mandiri secara ekonomi dari orang tuanya.
929087	ind	Anda ingin memesan apa?
929091	ind	Kereta itu akan melintasi stasiun Motomachi.
929093	ind	Jumlahnya mencapai lebih dari 20.000 yen.
929097	ind	Pengambilan sampah dilakukan tiga kali sepekan.
929099	ind	Saya lahir di Osaka pada tahun 1977.
929101	ind	Bayar pajak? Nggak salah tuh?
929104	ind	Sejuk di bawah pohon.
929108	ind	Mobil ini mogok.
929109	ind	Jangan dekati anjing itu.
929113	ind	Bagaimana Anda bisa saling kenal?
929116	ind	Jangan merokok, bertenggang rasalah dengan yang lainnya.
929120	ind	Faktanya, manusia tak bisa hidup tanpa tidur.
929157	ind	Saya selalu ada simpati begitu melihat dirinya.
929161	ind	Mengunjungi benteng itu adalah pengalaman yang bernilai.
929163	ind	Aku tidak menyukai Alice.
929164	ind	Cepatlah berangkat! ia berujar padaku.
929165	ind	Hujan terus turun sejak Ahad.
929166	ind	Lompatlah setinggi mungkin.
940011	ind	Besok pagi tolong bangunkan saya pukul 6 pagi.
940012	ind	Baru kemarin saya tahu hal tersebut.
940013	ind	Mengapa kamu menginginkan mobil tua itu?
940014	ind	Kita tidak bisa pergi karena badai.
940015	ind	Kita teman sekelas.
940016	ind	Coba lebih baik lagi lain kali.
940017	ind	Ayah saya sangat tertarik dengan sejarah purbakala.
940018	ind	Bersiap.
940019	ind	Adalah tidak mungkin untuk kembali ke masa lalu.
940020	ind	Saya sangat suka kue yang manis.
940021	ind	Saya kehabisan uang.
940022	ind	Pak Smith senang dengan keberhasilan anaknya.
940023	ind	Saya bertemu dengannya kemarin.
940024	ind	Saya harus memecatmu bila sering terlambat datang.
940025	ind	Hirosi sedang memotong kayu menjadi papan-papan.
940026	ind	Kamu membutuhkan sedikit keberanian untuk menyatakan cinta padanya.
940027	ind	Cepat, Tom.
940028	ind	Dia mengambil pelajaran piano seminggu sekali.
940029	ind	Saya khawatir akan kesehatanmu.
940030	ind	Mari naik kereta bawah tanah.
940031	ind	Saya kenyang.
940032	ind	Omong-omong, malam ini ada waktu?
940033	ind	Dari awal, uangnya tidak cukup untuk mendirikan toko pangan.
940034	ind	Dia belum datang juga. Dia pasti ketinggalan bis.
940035	ind	Masalah ini bermula dari kesalahpahaman.
940039	ind	Saya kehilangan kepercayaan padanya.
940040	ind	Dia berhasil dalam ujian itu.
940041	ind	Dia sekarang menulis sebuah buku.
940042	ind	Perjalanan jauh melelahkan saya.
940043	ind	Saya akan mengambil jemuran sebelum hujan.
940044	ind	Kita datang tanggal 7 di pagi hari.
940045	ind	Kamu harus belajar bahasa Jepang lebih giat.
940046	ind	Saya sering bertemu Pak Sasaki di stasiun.
940048	ind	Mengerti? Kamu harus belajar bahasa asing.
940050	ind	Rata-rata perawat mendapat cuti 3 minggu dalam setahun.
940051	ind	Ia ingin menjadi insinyur.
940053	ind	Katakan padanya untuk tidak ikut campur.
940055	ind	Sistem ekonomi syariah hingga kini belum dipraktekkan di kalangan pesantren.
940412	ind	Gempa bisa terjadi kapan saja.
940413	ind	Sangat kecil kemungkinan Tom akan memenangkan pemilihan.
940414	ind	Seandainya dia satu tim dengan kita.
940415	ind	Apakah ada ukuran yang lebih kecil?
940416	ind	Tampaknya dia berubah pikiran.
940417	ind	Dia kurang cocok menjadi guru.
940419	ind	Dia pandai berbahasa Inggris dan Perancis.
940420	ind	Sangat sulit untuk berhenti merokok.
940421	ind	Minum obat ini setiap 6 jam.
940422	ind	Orang Cina suka bekerja keras.
940423	ind	Dia menjadi pelupa, dan hal itu mengkhawatirkannya.
940424	ind	Toko ini buka sepanjang tahun.
940425	ind	Itulah yang saya ingin tahu.
940426	ind	Saya jamin jam ini tidak meleset.
940427	ind	Kamu bisa menebak apa yang terjadi.
940428	ind	Dia selalu di sini antara pukul 5 dan 6.
940429	ind	Tahukah kamu tentang kakaknya?
940430	ind	Sungai itu meluap dengan cepat karena hujan deras.
940431	ind	Saya perlu obat untuk mengurangi rasa sakit.
940432	ind	Saya tinggal di sini sejak lama.
940433	ind	Saya akan tinggal di sini selama seminggu.
940434	ind	Saya tidak bisa mendengar cerita semacam itu tanpa menangis.
940435	ind	Saya belum mendengar kabar darinya.
940436	ind	Ada panjang gelombang cahaya yang tak terlihat oleh mata manusia.
940437	ind	Dia sering tampil di TV.
940438	ind	Bis ini akan membawamu keliling kota.
940439	ind	Tom lahir di mana?
940440	ind	Pernahkan kamu melihat patung Liberty?
940480	ind	Ke manapun kau pergi, aku ikut.
944612	ind	Saya merasa buruk.
944763	ind	Permisi, apa waktu itu?
948466	ind	Aku mau mati bersama Getter Jaani.
948476	ind	Saya percaya pada Kylie Minogue sejak 12 Juni 1998.
949471	ind	Ini alamat e-mail saya.
952963	ind	Selamat!
954905	ind	Mary adalah yang paling malas diantara teman-teman sekolahnya.
960610	ind	Adalah perlu untuk mencintai ibu.
961046	ind	Lebih baik untuk saya tidak pergi.
963456	ind	Saya kehilangan dompet saya.
978510	ind	Cinta ialah suatu penipuan.
978560	ind	Beritahu saya kenapa dia menangis.
984046	ind	Saya bangun pada pukul lima pagi.
986153	ind	Aoi menari.
986154	ind	Dia dipercayai tidak bersalah.
986156	ind	Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.
986157	ind	Apa kepanjangan dari USSR?
986160	ind	Taksi itu menunggu di luar.
986161	ind	Berapa lama waktu yang dibutuhkan?
986162	ind	Itu nampak seperti telor.
986164	ind	Aku tak dapat hidup tanpamu.
986166	ind	"Tatoeba dalam Bahasa Jepang berarti ""contohnya""."
986167	ind	Kita tidak dapat lepas dari masa lalu.
986168	ind	Maaf, jam berapa sekarang?
989581	ind	Ya, sepertinya ada salah diagnosa.
989584	ind	Urusi urusanmu sendiri!
997269	ind	Saya tidak paham dengan perkataanmu.
997270	ind	Pidatomu jauh dari memuaskan.
997273	ind	Saya tidak dapat berpikir bahwa ceritamu benar.
997274	ind	Apakah orang tuamu setuju kamu menjadi pramugari?
997276	ind	Tolong ceritakan. Saya akan benar-benar mendengarkan.
997277	ind	Lanjutkan ceritanya. Benar-benar menarik.
1019350	ind	Tidakkah kamu merasa malu mengatakan seperti itu?
1019354	ind	Kamu seharusnya malu dengan tingkah laku kamu itu.
1019355	ind	Seharusnya kamu tak perlu merasa malu.
1019356	ind	Aku malu pada diriku sendiri.
1019364	ind	Cintai teman kelasmu! Cintai kedua orang tuamu! Cintai tanah airmu!
1019365	ind	Cinta mencintai cinta.
1019366	ind	Bagaimana cinta dapat mencintai cinta?
1019367	ind	Jauh dimata dekat dihati.
1019368	ind	Mata dibalas mata, gigi dibalas gigi.
1019369	ind	Mata adalah cermin dari jiwa.
1019370	ind	Dia buta karena memiliki satu mata.
1019371	ind	Sebelah matanya buta.
1019374	ind	Cermin hati adalah mata.
1019375	ind	Mata adalah cermin hati.
1019376	ind	Mata adalah jendela hati.
1019377	ind	Terlalu mahal!
1019378	ind	Malu bertanya sesat di jalan.
1019379	ind	Kemanapun kamu menghadap disitu wajah Tuhan.
1019381	ind	Keiko memberitahu aku tentang kedatangan pesawatnya.
1019383	ind	Kalau aku pergi berlibur, aku akan menyewa mobil.
1019384	ind	Jembatan Golden Gate terbuat dari besi.
1019385	ind	Tidak semua kertas kecil adalah cek.
1019386	ind	Kesehatan lebih penting dibanding emas.
1019387	ind	Apa yang keluar dari hati, datang ke hati.
1019388	ind	Hatiku penuh dengan kebahagiaan.
1019390	ind	Siapakah Mona Lisa?
1019391	ind	Mona Lisa mungkin adalah lukisan paling terkenal yang pernah dibuat.
1019392	ind	Mona Lisa dilukis oleh Leonardo da Vinci.
1019394	ind	Ken mengkoleksi uang-uang kuno.
1019398	ind	Saya sedang menulis surat.
1019401	ind	Dia membelikan aku sebuah mainan kecil.
1019402	ind	Saya harus melakukan sesuatu.
1019403	ind	Luas ya!
1019404	ind	Apakah kamu ingat apa yang dia katakan?
1019405	ind	Ibuku setiap hari sibuk sekali.
1019406	ind	Dia tidak mempunyai keberanian untuk mengatakan kebenaran.
1019407	ind	"Apa kabar? ""Kabar saya baik, terima kasih."""
1019408	ind	Hai. Nama saya José Silva. Siapa nama Anda?
1019409	ind	"Michael adalah nama saya, tetapi ""Michelle"" adalah nama wanita."
1019410	ind	Nama keluarga saya adalah Wang.
1019411	ind	Kemanapun saya pergi, apapun yang saya lakukan, Dia selalu menjagaku.
1019412	ind	Apakah Anda percaya pada Tuhan?
1019413	ind	Ia menatapku dengan mata membelalak.
1019414	ind	Apakah anda percaya pada Tuhan?
1019415	ind	Tiada Tuhan selain Allah, dan Muhammad adalah utusan Allah.
1019418	ind	Ini sebuah buku yang menarik bukan?
1019419	ind	Mencintai kehidupan adalah mencintai Tuhan.
1019421	ind	Dia bertanya bagaimana cara memasak ikan.
1019423	ind	Saya sangat khawatir dengan penyakit yang dideritanya.
1019425	ind	Tolong dengar apa yang kami katakan.
1019426	ind	Babi itu bertambah gemuk.
1019427	ind	Sungai Shinano paling panjang dibandingkan sungai lainnya di Jepang.
1019428	ind	Ia memiliki wajah bulat.
1019430	ind	Saya kemarin di bus tidak sengaja bertemu dengan kawan lama.
1019432	ind	Yang kamu katakan itu tidak masuk akal.
1019433	ind	Selamat siang.
1019436	ind	Manusia ditakdirkan untuk menderita.
1019437	ind	Stroberi sekarang ini sedang musim.
1019438	ind	Ia tidak mungkin mengatakan hal itu.
1019439	ind	Magdalena dan Ania adalah teman baik.
1019440	ind	Saya bertanggung jawab atas perbuatan saya sendiri.
1019441	ind	Datanglah ke rumah kapanpun kamu suka.
1019442	ind	Cahaya itu akan terlihat jika aku terus berlari.
